,제목,작가,장르,줄거리,url,썸네일,플랫폼,키워드
0,멸종인간,잇선,공포/스릴러,"인간의 신체를 흡수하는 미지의 생물 '번인'
D-day를 기점으로 모습을 드러내며 인류를 공격한다.

70% 이상의 인간이 죽거나 끌려갔고,
터전을 빼앗긴 채 살아남은 이들은 번인들을 피해 도망친다.
'온미연' 일행은 마지막 희망인 '민기수'를 만나
최악의 상황을 반전시킬 `목적지`로 떠나게 되는데...

인류의 생존 혹은 멸종,
과연 인간은 번인들로부터 살아남을 수 있을 것인가?!
<관찰인간>, <생존인간>에 이은 세 번째 이야기!",https://webtoon.kakao.com/content/멸종인간/1705,https://kr-a.kakaopagecdn.com/P/C/1705/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['인류', '인간', '생존', '미연', '마지막']"
1,비밀 사이,맥퀸스튜디오,로맨스,"가난한 어린 시절로 마음이 온통 결핍투성이인 다온.

가난의 부속품처럼 찾아오는 부끄러움에 
아무렇지 않은 척 굴지만 속은 생채기로 아프다.

날을 세우고 경계하지만 
한 번 마음을 내주면 누구보다 무르다.
다온은 관계를 잇지도 끊지도 못하며,
그렇게라도 자신의 옆을 채우고 싶어한다.

어쩌면 상처를 감싸줄 사람을 찾아 헤매는 걸지도 모른다.

사랑의 모양은 사람의 수만큼 다양하다.
같은 모양을 찾는 일은 수만큼이나 소용없다.

그저 서로의 모양을 쫓아 맞춰가는 게 사랑일 뿐이다.
…내게도 그런 사랑이 올까? ",https://webtoon.kakao.com/content/비밀-사이/1943,https://kr-a.kakaopagecdn.com/P/C/1943/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['마음', '로맨스', '부끄러움', '가난', '결핍']"
2,오무라이스 잼잼,조경규,코믹/일상,"'음식'과 '가족'의 이야기를 담은 에세이 만화.

몇 개라도 먹을 수 있을 것 같은 '메추리알 조림',
빙글빙글 돌아가는 '회전초밥',
지구 반 바퀴 돌아 포르투갈에서 맛본 '에그타르트',
매콤상콤하게 볶아 입맛 도는 '마라샹궈',
짭짤한 밥도둑 '간장게장' 등

우리가 사랑하는 모든 음식들에 얽힌
흥미진진한 비화와 따스한 이야기가 펼쳐진다.

엄마, 아빠, 딸, 그리고 아들로 구성된
작가의 가족이 전하는 음식의 알찬 정보!

몸과 정신의 영양까지 챙기는 건강한 작품, 지금 시작됩니다!",https://webtoon.kakao.com/content/오무라이스-잼잼/198,https://kr-a.kakaopagecdn.com/P/C/198/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['가족', '음식', '간장', '매콤', '메추리']"
3,유부녀 킬러,미역의효능,드라마,"육아휴직을 마치고 회사로 돌아간 5년차 유부녀 유보나.

보나는 저격총을 쥔 채 호텔에 있는 타깃을 향해 총구를 겨눈다.
""탕!"" 복귀 후 첫 미팅은 암살업무, 보나는 유부녀 ‘킬러’이다.

보나는 자신의 딸 율이와 시어머니가 운영하는 치킨집을 찾았는데,
테이블 뒤편에서 고아인 보나를 험담하는 시어머니의 소리가 들린다.

어느 날, 시어머니 옥선자와 보나의 첫째 시누이 순일은
월세를 올리지 않는 고마운 건물주에게 선물을 보내기로 한다.

밤이 되고 세입자가 선물을 보냈다는 문자 한 통을 받은 보나!
웃으며 월세를 동결하겠다고 말한 후 일상을 이어간다. 

한편 현장에 도착한 형사들은 희대의 암살자 ‘킹피셔’가 
돌아왔다는 것을 눈치 챈다.

보나의 남편인 태성에게 상사인 낫투데이 신문사의 우국장은
킹피셔에 관해 알아오는 지시를 던지는데...",https://webtoon.kakao.com/content/유부녀-킬러/1963,https://kr-a.kakaopagecdn.com/P/C/1963/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['보나', '피셔', '유부녀', '시어머니', '선물']"
4,두번째 썸,비아이,로맨스,"중2 때 잠시 사귀었던 희수와 소리. 
순수했던 희수의 마음을 받기에는 많이 미숙했던 소리였다. 
결국 희수에게 상처만 입힌 채 둘은 헤어진다.

시간은 흘러 20대에 접어든 두 사람. 
이들은 우연히 다시 재회하게 되는데….

""좋아서, 다시 만난 게.""

희수를 본 순간 심장이 다시 뛰기 시작한다. 
희수의 행동도 심상치 않다. 

썸인 듯 아닌 듯한 관계에 희수에 대한 소리의 마음이 커져간다.

어렸던 자신으로 인해 어긋났던 희수와의 관계.
'이번엔 내가 먼저 다가갈 거야. 내가 고백할거야' 

용기를 낸 그 순간, 전 남친의 한 마디.
""나 여친 있는데?""",https://webtoon.kakao.com/content/두번째-썸/2047,https://kr-a.kakaopagecdn.com/P/C/2047/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['희수', '순간', '고백', '남친', '마디']"
5,집행자여,종수,판타지 드라마,"자정이면 인적이 드물어지는 통금의 시대, 1969년.

군부의 통제는 극심해지고 언론은 때마침 청삿골 고택에서 
벌어진 살인사건을 앞다투어 조명하며 군부의 
눈밖에 나지 않으려 안간힘을 쓰는데...

한편 살인범으로 몰린 친구를 구하고자 현장에 뛰어든 
김종서 기자는 상상조차 할 수 없었던 괴이한 현실을 
눈앞에서 마주하게 된다.

인간도 아니요, 짐승도 아닌 존재가 
세상에 드러나면서 혼란에 빠진 정세..!

여론을 움켜쥐려는 중앙정보부가 치안국 수사에 개입하고, 
군부의 권세를 실추시키려는 비밀조직 제2술사단도 
은밀히 사건의 실체를 쫓게 되는데...

척박한 시대에 사사로운 환상을 꿈꾸는 
먹물 김종서의 오컬트 추적기!",https://webtoon.kakao.com/content/집행자여/1372,https://kr-a.kakaopagecdn.com/P/C/1372/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['김종서', '사건', '시대', '군부', '부가']"
6,화폐개혁,"YOON, 움비",판타지 드라마,"몹시 곤란한 삶을 살고 있는 주인공 '유일한'. 

생면부지 아버지의 부고소식을 든 변호사가 그를 방문한다. 
1조원이 넘는 상속 기회와 함께…!

상속 조건은 다가올 화폐개혁에 대비해서 
자산을 지킬 수 있는지 자격을 보는 것. 

그 자격은 몇 가지 테스트를 통해 검증한다. 
시공사 선택, 뱅크런, 마늘은행 신뢰 등
온갖 테스트를 진행하게 되는데….

목숨을 건 상속 테스트,
유일한은 1조원을 지켜낼 수 있을까?",https://webtoon.kakao.com/content/화폐개혁/1877,https://kr-a.kakaopagecdn.com/P/C/1877/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['테스트', '상속', '시공사', '신뢰', '마늘']"
7,개목걸이,"김종욱, 만두",학원/판타지,"""갖고 싶다면 뺏어라!""

겉으로는 평범해 보이는 한동 고등학교. 
해가 지면 혈투가 벌어지는 도박 싸움판으로 변한다. 

재벌 가문의 도련님들이 만든 ‘학생결투위원회’는 
비밀 격투 대회 ‘Dog Fight Club’을 열었고,
뛰어난 파이터들이 구경거리가 되는 것을 자처하며 
싸움을 계속하고 있다. 

그 이유는 단지 돈. 

복수의 대상을 쫓아 한동고에 뛰어든 ‘조상백’은 
눈에 보이는 일진들을 전부 박살 내며 
싸이코란 별명을 얻고 모두의 관심을 끄는데...

복수를 위해 싸움을 계속해 갈수록 
강해지는 상대들과 힘겨워지는 상황들. 
상백의 복수는 과연 성공할 것인가?",https://webtoon.kakao.com/content/개목걸이/2046,https://kr-a.kakaopagecdn.com/P/C/2046/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['싸움', '백의', '갈수록', '대상', '조상']"
8,트리거,불만있냥,학원/판타지,"불량하기로 유명한 대명 고등학교에 입학한 평범한 고등학생 남지일.
입학 첫날부터 일진들의 타깃이 되어 전교생이 다 아는 빵셔틀이 되고 만다.
고질적인 심장병을 앓고 있던 약한 몸으로 일진들에게 폭행과 괴롭힘을 당하며 괴로운 나날을 반복하던 중,
뜻밖의 변화를 겪고 인생의 전환점을 맞이하게 되는데…",https://webtoon.kakao.com/content/트리거/2364,https://kr-a.kakaopagecdn.com/P/C/2364/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['일진', '전환', '괴롭힘', '인생', '타깃']"
9,미생,"도경, 선용민, 이해날",드라마,자신의 삶을 승리하기 위해 한 수 한 수 돌을 잇는 사람들의 이야기,https://webtoon.kakao.com/content/미생/818,https://kr-a.kakaopagecdn.com/P/C/818/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['드라마', '승리', '이야기']"
10,타원을 그리는 법,섬멍,로맨스,"오합지졸들과 함께
회사의 비밀 프로젝트를 밝혀내고
연인을 과거에서 구출하라!

제약회사에 이직하게 된 광고쟁이 유주하는 
자신의 이직에 연인의 과거가 얽힌 계략이
숨겨져있음을 알게 된다. 

참하고 조신한 줄로만 알았던 애인 민성이
사실은 천재해커였단 사실과 
이를 노리고 접근하는 서로 다른 사람들로 인해
유주하의 일상은 혼돈해진다. 

분명한 것은 이 모든 게
회사의 비밀 프로젝트와 관련 있다는 사실
연인의 과거를 쥔 회사의 높으신 분들에 맞서 유주하는
자신을 돕겠다는 정체불명의 콤비와 손을 잡고 마는데...",https://webtoon.kakao.com/content/타원을-그리는-법/1768,https://kr-a.kakaopagecdn.com/P/C/1768/sharing/2x/d7db8eb3-2ef3-42c7-b128-8fd340268f11.jpg,카카오웹툰,"['유주', '비밀', '프로젝트', '과거', '연인']"
11,까락,서강용,액션/무협,주먹 자랑을 하지 말아야 하는 벌교. 그곳에 서울 '조폭'이 내려와 물을 흐린다!,https://webtoon.kakao.com/content/까락/1971,https://kr-a.kakaopagecdn.com/P/C/1971/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['무협', '벌교', '액션', '주먹', '자랑']"
12,해피하우스,장삥준,공포/스릴러,"행복한 삶이란 무엇인가?
자신이 불행하다고 생각하며 행복한 삶을 꿈꾸는
주인공 ‘고덕봉’은 어릴 적 머리를 다쳐 감정이 없지만
유일하게 사람들이 놀라는 표정을 보며 희열을 느낀다.

고덕봉은 자신의 삶을 망친 주범이라고 생각하는 
DAE기업의 부장 ‘한민구’를 놀라게 하려다
회사의 비밀을 알게 되고 
그로 인해 죽음의 고비를 넘어 폐가에 숨게 된다.

마침 폐가체험을 하러온
BJ모몽 을 귀신인척 놀라게 하여 쫓아내는데 
거기서 인생최대의 희열을 느낀다. 
고덕봉은 정체가 들키면 안 되지만
이슈가 된 폐가엔 사람들이 계속 찾아온다.

한민구와 고덕봉과 BJ모몽은
각자의 행복을 찾기 위해 고군분투한다.",https://webtoon.kakao.com/content/해피하우스/2151,https://kr-a.kakaopagecdn.com/P/C/2151/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['고덕', '폐가', '감정', '머리', '불행']"
13,우주를 삼킨 별,이온상,로맨스,"실종된 남편을 구하기 위해
2003년으로 회귀한 주연과
둘의 연애를 방해하기 위한 딸, 은별.

과연 해피엔딩일 수 있을까?",https://webtoon.kakao.com/content/우주를-삼킨-별/2516,https://kr-a.kakaopagecdn.com/P/C/2516/sharing/2x/bd5db2a6-3268-470e-a887-73b3a8c50ddc.jpg,카카오웹툰,"['남편', '로맨스', '방해', '연애', '실종']"
14,괴물아기,Axis,판타지 드라마,"우연히 괴물 아기를 키우게 된 가출 소년 김호,
과연 그들은 행복해질 수 있을까?!",https://webtoon.kakao.com/content/괴물아기/2104,https://kr-a.kakaopagecdn.com/P/C/2104/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['아기', '행복', '가출', '괴물', '드라마']"
15,수린당 -비늘 고치는 집-,"YOON, 움비",판타지 드라마,"이런게 축복이라고?
운명을 바꾸기 위한 자매의 여정!

수린당의 역사는 먼 옛날 봉황의 비늘을
찾아준 자매에게서 시작된다.
봉황은 자매에게 각각 마르지 않는 재능과
성군을 낳을 운명을 축복으로 내렸고 
그 축복은 대대로 이어져 현재 수린당 자매에게 이른다.

천재적인 바느질 실력을 갖췄지만 영수들이 무서운 장녀 은침과
비혼주의자이지만 성군의 탄생을 위해 결혼을 종용받는 동생 홍실
이들은 자신들의 운명이 저주스럽다.

그런 자매 앞에 비늘을 다친 도망자 봉이 나타나게 되고
비늘을 고쳐주는 대가로
동생의 축복을 풀어준다는 약속을 받아낸 은침은 
그와 함께 신비롭고 로맨틱한 여정을 떠나게 되는데...

과연 자매는 모든 유혹과 역경을 물리치고
축복 풀기에 성공할 수 있을까?!",https://webtoon.kakao.com/content/수린당-비늘-고치는-집/2074,https://kr-a.kakaopagecdn.com/P/C/2074/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['운명', '자매', '동생', '은침', '축복']"
16,일생에 변태를 세 번 만날 확률,오리발,드라마,교내 최고 인기인 얼음공주 차미라에게 배달된 선물... 그것은 남자의 XX?!,https://webtoon.kakao.com/content/일생에-변태를-세-번-만날-확률/2109,https://kr-a.kakaopagecdn.com/P/C/2109/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['교내', '남자', '배달', '공주', '드라마']"
17,액괴,서강용,학원/판타지,"일진들에게 수모를 당하며
황색망사점균을 먹게 된 교내 왕따 수와 진오.
그로 인해 신체에 변이가 일어나고
황색망사점균(블롭)의 특징과 힘을 가지게 된다.

여전히 학교 내에선
무시 받거나 괴롭힘 당하는 두 명의 아이들은
힘의 정체를 숨긴 채
차근차근 교내 먹이사슬을 장악해 가지만
하나 둘 나타나는 액괴의 흔적이 사회의 이슈가 되고,
변이된 블롭의 실험체를 만든
김수혁의 등장으로 싸움은 점점 커져 간다.",https://webtoon.kakao.com/content/액괴/2147,https://kr-a.kakaopagecdn.com/P/C/2147/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['블롭', '교내', '사슬', '먹이', '장악']"
18,딩스뚱스,딩스,코믹/일상,"토종 한국인 딩스와 뚱스, 타지에서 맨 땅에 헤딩하기!",https://webtoon.kakao.com/content/딩스뚱스/760,https://kr-a.kakaopagecdn.com/P/C/760/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['딩스', '뚱스', '일상', '타지', '코믹']"
19,사귄 건 아닌데,모가비,로맨스,"스물아홉 살, 서른을 목전에 둔 나이. 
고수아는 그 나이가 괜히 심란하다. 

고향을 떠나 서울에서 일을 하고 있지만,
미래를 생각하면 고민이 많아진다. 
이곳에서의 삶에 대한 확신이 없기에. 

그러던 중 대학 시절에 짝사랑했던 후범과 재회하게 된다.
9년 만의 재회에 다시 살아나는 그때의 감정.
과거에 상처받았던 후범에 대한 마음을 봉합해 나가며 
어린 시절에는 몰랐던 후범에 대해서 알아가게 된다. 

수아에게 다가온 또 다른 남자, 상사 기초롱.
속 깊은 어른의 다정함을 보여주는 그가
당황스러우면서도 마음 한쪽에선 호감이 싹 튼다. 

고민이 깊어진 스물아홉 살 수아가
자신의 마음을 찾아가는 이야기.",https://webtoon.kakao.com/content/사귄-건-아닌데/1933,https://kr-a.kakaopagecdn.com/P/C/1933/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['마음', '시절', '재회', '스물', '고민']"
20,바스락,"이상훈, 이현세",판타지 드라마,"의병대장 김하락의 영혼이 일본 귀신들한테 잡혔다.

어린 딸 영규가 간다.
죽은 자들의 세상으로 아빠를 구하기 위해!

시크한 처녀귀, 먹보 아귀, 냄새쟁이 측간귀와 함께
아빠를 구하라!

소녀 영규와 소년 의병 이로운이 
아빠를 구하기 위해 펼치는 일본귀들과의 사투!

죽은 자들의 세상에서 펼쳐지는
액션감동 한국형 판타지, <바스락>",https://webtoon.kakao.com/content/바스락/2561,https://kr-a.kakaopagecdn.com/P/C/2561/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['세상', '판타지', '일본', '아빠', '소녀']"
21,조류공포증,"연상호, 최규석",공포/스릴러,"어린 시절 시골에서 닭을 잡는 모습을 본 후로
'조류공포증'을 겪고 있는 철민.

그의 눈에 회사 부장이 자꾸만 새로 보이기 시작한다. 
착각일 거라고 생각하지만 증상은 나아지지 않고,

이를 눈치 챈 회사 동료인 오컬트 매니아 광빈은 
부장의 정체가 사람의 탈을 쓰고 사람을 잡아먹는 
전설 속 새 괴물 '하르퓌아'가 아닐까 추측한다. 

철민은 믿지 않지만 회사 동료 한 명이 의문의 실종이 된 후 
광빈과 함께 부장의 정체를 파헤치는데...

정체가 탄로 난 부장은 이들을 잡아먹으려고 하고 
철민과 광빈은 간신히 도망치지만, 
곳곳에 숨어있는 하르퓌아들의 위협을 받는다.

도망만 다니던 철민은 가족까지 타겟이 되자
가족을 지키기 위해 조류공포증을 극복하고 맞서려고 한다..!",https://webtoon.kakao.com/content/조류공포증/1716,https://kr-a.kakaopagecdn.com/P/C/1716/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['회사', '부장', '정체', '동료', '조류']"
22,트레이스,네스티캣,학원/판타지,"어느 날 갑자기 세상에 나타나 인간들을 공격하는
정체불명의 존재, 트러블!

트러블이 나타난 후,
트러블에 맞서 싸울 수 있는 인간 능력자들이 나타나기 시작했다. 

트러블, 트레이스, 인간.

각자 생존을 건 싸움이 시작된다.",https://webtoon.kakao.com/content/트레이스/1047,https://kr-a.kakaopagecdn.com/P/C/1047/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['인간', '트러블', '시작', '공격', '능력자']"
23,지옥사원,조금산,판타지 드라마,"인간의 음식에 매료된 악마 쿼터,
사고로 흙수저 인간에게 빙의하다?!

능력을 모두 잃고 인간 <고순무>의 몸에 갇힌 악마는, 
‘낮은 등급’ 인간의 삶이 지옥에서의 삶보다 질이 떨어지자 
‘높은 등급’ 인간이 되기로 결심한다. 

한 편, 국내 최고의 대기업 <선호 그룹>에선 
학력과 경력을 보지 않는 특별 신입 사원 채용이 열리고, 
악마는 식품 사업의 말단 직원으로 입사하는데…

회사원이 된 악마는 무엇을 얻어가고, 
주변 인간들에게 어떤 영향을 끼치게 될까?

“인간처럼 생각해서 정답이 안 나올 땐, 
악마처럼 행동해. 회사는 그걸 더 좋아할 거야!”

세상의 부조리함을 위트 있고 날카롭게 파고드는 
판타지 드라마!",https://webtoon.kakao.com/content/지옥사원/1369,https://kr-a.kakaopagecdn.com/P/C/1369/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['악마', '인간', '드라마', '판타지', '직원']"
24,바니와 오빠들,로맨스,니은,"외모 따지지 않는 '개념녀'?
아니, 나 완전 '얼빠'야!

신입생 시절, 남자의 외모를 따지지 않는 
개념녀라고 떠들었던 주인공 바니! 
그러나 첫 남자친구에게 '쉬운 여자'로 낙인되며
신입생 바니의 첫 연애는 쓰게 막을 내린다.

그리고 드디어 인정한 바니 자신의 ‘얼빠 속성’!

‘잘생긴 남자가 좋다’는 사실을 외쳐댄 지 얼마 후, 
웬일인지 잘생긴 남자들이 자꾸만 꼬인다?
  
연애에 있어서는 자존감이 낮은 평범한 21살, 
그런 바니에게 호감을 표현하는 5명의 미남자!

누구나 흑역사일 수밖에 없는 20대 초반의 연애, 
바니는 자신을 진심으로 사랑해주는 좋은 사람과 
행복한 연애를 꾸릴 수 있을까?",https://webtoon.kakao.com/content/바니와-오빠들/1781,https://kr-a.kakaopagecdn.com/P/C/1781/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['연애', '바니', '얼빠', '남자', '개념']"
25,이대로 멈출 순 없다,"자룡, 골왕",코믹/일상,"사상 최악의 막장 쓰레기 문제아 학교, 
정문여상에서 살아남기!

자타공인 날라리 소연은 폭력 사건 주동자로 지목되어
똥통 학교인 정문여상에 전학을 가게 된다.

친어머니 집에 얹혀살게 된 소연은 
자신을 둘러싼 모든 부당한 대우에 분노한다.

설상가상으로 전학 첫 날, 왕따 폭행으로 전학 왔다는 
‘오해’가 퍼지고, 상상도 못 할 만큼 저질인 양아치들과 
보이지 않는 암묵적인 규칙이 소연을 압박해온다.

민주와 엮여 엉겁결에 오합지졸 배구부까지 가입하게 되어 
자연스레 온갖 사건에 휘말리지만...

소연의 ‘오해’에 대해 쉽게 판단하지도 않고
정면으로 부딪치는 친구들과 함께하며 
점점 녹아들기 시작한다!",https://webtoon.kakao.com/content/이대로-멈출-순-없다/1703,https://kr-a.kakaopagecdn.com/P/C/1703/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['소연', '사건', '오해', '전학', '쓰레기']"
26,대선비쇼에 어서오세요!,정은숙,드라마,"유도 전공자 '황희'의 저세상 유튜브 방송기!

취업 활동으로 유튜브 먹방을 시작한 황희는 
첫 방송에서 악플러들과 다투고 방송을 망친다.

같이 유도를 하던 지수와 만나 고등학교 시절 코치님을 
찾아간 황희는 병원에서 만난 방송영상과 '요한'을 
악플러로 오해하여 마스크를 쓰고 업어 쳐 버리고

황희의 방송을 좋게 본 요한은 황희를 스카웃하여 
이황희(이황+황희)라는 이름을 해석해 '대선비쇼'를 만든다.

난투극으로 인연이 시작된 '동근',
요한의 졸업작품을 훔친 '해민', 요한의 절친 '선우'와 
서로 얽히며 황희의 본격적인 유튜브 방송이 시작된다!",https://webtoon.kakao.com/content/대선비쇼에-어서오세요/2017,https://kr-a.kakaopagecdn.com/P/C/2017/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['황희', '방송', '유도', '악플러', '요한']"
27,뱀파이어 신드롬,이충호,학원/판타지,"‘뱀파이어신드롬’ 에 감염된 후,
죽음으로부터 자유로워진 선택된 소수들의 음모?

세상 사람들 모르게 자신들의 세계를 구축한 후
검찰, 경찰은 물론이고 정치권과 언론까지
지배하는 최강의 권력자로 군림하고 있었다.

아는 사람들은 그들을 ‘죽음 뒤의 사람들’이라 불렀다.
한편, 그들로 인해 모든 것을 잃은 단태수는
자신의 복수를 위해 최강의 팀을 꾸린다.

그리고 그들과 손을 잡고 ‘지상최강의 피’를 지니고 태어난
‘피주머니’ 이담을 구출하기 위해
‘피주머니 수용소’인 ‘레드테이블’로 향한다.

과연 단태수는 어떤 방식으로 자신의 복수를 완성하려는 것일까?
과연 단태수와 친구들의 복수는 성공할 수 있을 것인가? ",https://webtoon.kakao.com/content/뱀파이어-신드롬/1898,https://kr-a.kakaopagecdn.com/P/C/1898/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['최강', '감염', '검찰', '경찰', '군림']"
28,유부녀의 탄생,김환타,코믹/일상,누구도 알려주지않은 결혼식 준비에 대한 리얼리티 카툰!,https://webtoon.kakao.com/content/유부녀의-탄생/1078,https://kr-a.kakaopagecdn.com/P/C/1078/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['리얼리티', '결혼식', '일상', '카툰', '코믹']"
29,그 책에 마음을 주지 마세요,"문시현, 임조조",로맨스 판타지,"로맨스 피폐 소설 「루스벨라의 빛」
엑스트라인 황제의 여덟 번째 황녀로
환생에 새로운 삶을 꿈꾸던 아실리 로제,

그런 그녀의 앞에 미래를 예지하는
일기장이 나타나는데…….

「너에게 난 어떤 의미인가?
질문이 끝나자 황태자님이 예쁘게 웃더니, 날 죽였다.」

피도 눈물도 없는 황태자에게 살해당할
미래만을 예고하는 일기장.
불행히도 아실리는 죽어도 죽어도
다시 살아나 계속 살해당했다.

반복되는 죽음 속에서
천천히 미소를 잃고 변해가는 아실리.
도무지 피할 길이 없는 죽음,
이 미래를 피해 생존할 수 있을까?

한데 어째서인지 메말라 갈수록 아실리 곁에는
사랑을 갈구하는 남자들이 모여드는데…….

“제가 오라버니에게 무엇을 줄 수 있는데요?”
“이름을 불러 봐.”

이 사랑은 모두가 진짜일까?

“사랑합니다.
당신을 갖고 싶은 욕심은 사랑이 아닙니까?”

다가오는 남자들의 진심은?

“웃기지 마. 내 삶은 내 거야.”",https://webtoon.kakao.com/content/그-책에-마음을-주지-마세요/2143,https://kr-a.kakaopagecdn.com/P/C/2143/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['실리', '미래', '남자', '사랑', '일기장']"
30,그녀의 앵무새,"YOON, 움비",판타지 드라마,"이상적인 남자 vs 현실적인 남자!

꿈을 포기한 채, 매 순간 이상과 현실 사이에서 
갈팡질팡하며 살고 있던 은행원 '진아'는

새로 인사이동을 하게 된 지점에서 
우연히 이상적인 남자 '호두'와 
현실적인 남자 '도준'을 만나게 된다.


'진아'를 중심으로 펼쳐지는 성장 로맨스 드라마

너무나도 다른 둘 사이에서 '진아'는 
과연 앞으로 어떤 선택을 하게 될 것인가?",https://webtoon.kakao.com/content/그녀의-앵무새/1863,https://kr-a.kakaopagecdn.com/P/C/1863/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['드라마', '사이', '호두', '인사', '지점']"
31,환골탈태,마고(mago),판타지 드라마,"부드러운 살가죽, 짧고 까칠한 털, 작고 조그만 발....
 
 이 해괴하고 귀여운 생물체는 대체 무엇?!
 
 해골(스켈레톤)은 독립하면서 아기 고양이를 기르기로 한다.
 
 드디어 이사 날에 인간계 대행 서비스를 이용해 받은 아기 고양이!
 그런데 몸에 털도 별로 없고... 아기 고양이가 원래 이렇게 생겼었나?
 
 인간계 대행 서비스 센터는 연결이 되지 않고,
 졸지에 돌연변이 아기 고양이를 떠맡은 해골!
 
 설상가상 아기 고양이의 울음소리에 옆집에서 항의가 쏟아지는데....
 
 아기 고양이... 키울 수 있을까?!
 
 마계에서 벌어지는 해골과 악마 아담, 서큐버스 릴리의 좌충우돌 아기 고양이 
 육아 대작전이 시작합니다!",https://webtoon.kakao.com/content/환골탈태/2329,https://kr-a.kakaopagecdn.com/P/C/2329/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['고양이', '아기', '해골', '대행', '서비스']"
32,서천화원,샌도,로맨스,"""황태제비라는 이름의 볼모는 누가 돼도 상관없어.""

약소국 월연의 공주 소루하는 
정략결혼을 피해 도망친 언니를 대신해 
황제의 동생 선우염과 혼례를 치를 위기를 맞는다.

""내 나라에 쳐들어와 수많은 병사들을 죽이고 
어머니마저 살해한 남자의 아내가 되라고?""  

무능한 부왕의 명령에 분노한 소루하는 
남장을 하고 궁을 빠져나가 복수를 계획한다. 

황궁 어의가 되어 황태제에게 접근하겠어!

철이 없지만 검술만은 뛰어난 부잣집 도련님 장여해와 
전 황궁 어의 백효청이라는 든든한 조력자를 얻게 된 소루하.

과연 황태제를 죽여 어머니의 복수를 할 수 있을까?
미묘하게 얽혀가는 두 남자와의 관계는 
어떻게 흘러갈 것인가?",https://webtoon.kakao.com/content/서천화원/1997,https://kr-a.kakaopagecdn.com/P/C/1997/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['루하', '황태', '복수', '어머니', '공주']"
