,제목,작가,장르,줄거리,url,썸네일,플랫폼,키워드
221,나는 남주의 전 여친이었다,"쥐똥새똥, 태자",로맨스 판타지,"역하렘 소설 속 악역 조연에 빙의했다.
악역 조연에 불과한 내게, 여주의 남자들이 줄줄이 고백하기 시작했다.
나는 누구를 선택해야 하는 걸까?",https://webtoon.kakao.com/content/나는-남주의-전-여친이었다/2618,https://kr-a.kakaopagecdn.com/P/C/2618/sharing/2x/0fe5ab52-8f5c-4311-a2a9-41f8cf8dcb23.jpg,카카오웹툰,"['조연', '악역', '시작', '남자', '줄줄이']"
222,봄날의 팔광,"우표, 현고운",로맨스,"천방지축 선녀 vs 인성 쓰레기 인간
선녀의 쓰레기 구제 프로젝트가 시작된다!

옛날 옛날, 호랑이에 쫓겨 하늘로 올라가 해와 달이 된 오누이
그중 달님이 된 여동생 달희는
무료한 천상 생활에 질려 인간세계를 들여다보았는데!

“도와주세요... 죽고 싶어요...”

병원응급실의 한 여자 '지완'의 말에 호기심이 발동한 달희.
그녀의 약혼자란 남자는 애정이라곤 전혀 없는 싹수 노란 
인간임을 알게 되는데.. 

""약혼녀가 사경을 헤매는데 동정심조차 없다니...""

그녀가 누구인가? 착하고 깨끗한 선녀가 아니던가?
인간을 인간답게 살게 하자! 하는 막중한 임무를 갖고
옥황상제의 허락 없이 ‘무단 환생’을 감행, 이승으로 간다.

""천 리 길도 한 걸음부터라고, 
 성질 고약한 약혼자부터 손을 대볼까??""",https://webtoon.kakao.com/content/봄날의-팔광/1972,https://kr-a.kakaopagecdn.com/P/C/1972/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['인간', '약혼자', '병원', '정심', '응급실']"
223,주간소년열애사,"이노우, 근영",로맨스,"한 지붕 아래 고등학생 남자 5명의 열애치정 드라마!

좌충우돌 파란만장한 집에 떨어진 불호령.
""불손한 이성 교제는 절대 금지한다.""

'서로의 사생활에 간섭하거나 물어보지 말 것!'
집에서 쫓겨날 위기에 처한 '진천'은 암묵적인 룰을 깨버리고
결국 다른 룸메이트들의 연애사를 파헤치게 된다.

이를 계기로 각자의 사연을 알게 되며
그들의 문제를 해결하려고 하는데...

과연 '진천'은 파란만장한 이들의 문제를 해결하고 모두 같이 집에 남을 수 있을 것인가?!",https://webtoon.kakao.com/content/주간소년열애사/1262,https://kr-a.kakaopagecdn.com/P/C/1262/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['만장', '파란', '드라마', '로맨스', '남자']"
224,오늘부터 황녀?!,"HAMPIG, 니웨",로맨스 판타지,"자신의 삶을 내던져가며 마왕을 물리치라는 사명을 달성한 용사,
그녀의 남은 인생은 찬란한 빛의 길만 펼쳐질 것처럼 보였으나…
현실은 시궁창! 지칠 대로 지친 그녀는 평범한 삶을 되찾고자 소원을 빈다.

""시간을 되돌려 주세요.""
.
.
.
그런데 평범한 삶은 어디에…?

""이 아이야말로 짐이 12년 전에 잃어버린 황녀가 확실하다.""

이름도 없는 빈털터리 용사에서
모든 걸 다 가진 황녀, 나나엘이 되어버렸다!",https://webtoon.kakao.com/content/오늘부터-황녀/2630,https://kr-a.kakaopagecdn.com/P/C/2630/sharing/2x/c17871de-7ecd-4a66-a4f9-3203ceb108cd.jpg,카카오웹툰,"['로맨스', '마왕', '시궁창', '달성', '사명']"
225,불패검선,"FIST CAT, 김찬영, 적하",액션/무협,"시골 객점의 아들 송우문.
어릴 적부터 몸이 약했던 그는
어느 날 노도사가 그려 주고 간
산수화를 보고 바보가 된다.
 
그렇게 동네에선 바보라 놀림받고
부모에겐 한심한 아들로 자라지만
 
스무 살이 되던 날!
각성과 함께 산수화 속 절대무공을 꽃피운다!",https://webtoon.kakao.com/content/불패검선/1985,https://kr-a.kakaopagecdn.com/P/C/1985/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['산수화', '아들', '각성', '부모', '살이']"
226,망할 가문을 살려보겠습니다,"무늬랑, NU",로맨스 판타지,"33세의 나이로 어이없게 비명횡사한 지연우, 그녀가 빙의한 책 속 인물 태라 엘리어스는 3년 후면 멸문할 가문의 다섯째 딸이었다. 게다가 102kg의 몸무게와 히키코모리로 자신을 가둬버린 성격은 덤. 책 속에서 멸문가 역적의 딸로 목이 잘려 죽고 싶지 않다. 살아보리라. 그러기 위해 연우는 최선을 다해 살을 빼고, 할 수 있는 모든 방법을 동원해 역적의 길로 향하는 가문의 향방을 돌려놓을 것이다.",https://webtoon.kakao.com/content/망할-가문을-살려보겠습니다/2381,https://kr-a.kakaopagecdn.com/P/C/2381/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['가문', '멸문', '역적', '비명', '빙의']"
227,샤크,"운(雲), 김우섭",액션/무협,"학원폭력의 피해자 차우솔은 자신을 3년 간 괴롭혀온 가해자의 눈을 찌른다. 
그 사건을 계기로 우솔의 인생은 180도 달라지는데…… 
왕따에서 범죄자로, 범죄자에서 챔피언이 된 남자, 차우솔의 이야기!",https://webtoon.kakao.com/content/샤크/2308,https://kr-a.kakaopagecdn.com/P/C/2308/sharing/2x/d630b11e-d620-43be-b079-c3a6e98f6eae.jpg,카카오웹툰,"['무협', '가해자', '폭력', '피해자', '학원']"
228,우범소년,병장,학원/판타지,"학교폭력 가해 학생에게 다소의 위협과 폭력을 행사하여
피해자를 구제하는 서비스로 돈을 받는
소위 ‘흥신소’를 운영중인 유영인과 고성욱, 김그린.

어느 날 피해자가 아닌 가해자 부모가 찾아와 자신의 아들인
중학교 2학년 김성원의 탈선을 막아달라는 특이한 의뢰를 맡긴다.

불량학생이라기엔 너무나도 평범해 보이던 성원은
돌연 일진회 소속 고등학생 김형곤을 의식불명으로 만드는데,
6년 전 친형을 교통사고로 죽게 만든 복수의 시작이었다.

만13세 ‘촉법 소년’이라는 이유로 처벌을 면한 가해자들을 자신도
‘촉법 소년’ 나이일 때 복수를 하겠다는 황당하지만 무서운 계획.

어떻게든 복수를 감행하려는 성원과
그를 막으려는 흥신소간의 쫓고 쫓기는 추격전.
아이들은 새하얀 캔버스와 같아 어떤 색으로도 물들 수 있고,
그러기도 쉽다.

그래서 모든 아이들은 결국 우범소년이다.
오늘도 흥신소는 여전히 성업중이다.",https://webtoon.kakao.com/content/우범소년/2504,https://kr-a.kakaopagecdn.com/P/C/2504/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['가해자', '학생', '성원', '복수', '달라']"
229,용사의 전 여친입니다,"지현, SETE, 송서림",로맨스 판타지,"뻔한 삼류 소설 속 여주인공으로 빙의했다. 여주인공이 된 김에 꿀 빨면서 핑크빛 인생을 즐겨보려 했었는데…… 로맨스는 무슨. 용사인 남자친구에게는 여자들이 끊이지 않고, 온갖 사건들이 계속 벌어졌다. 그래서 이제는 좀 평범하게 살아보고자 남자친구에게 이별을 고하고, 맞선으로 만난 남자와 결혼했는데…… 뭐? 내 남편이 마왕이라고? ……아무리 생각해도 이번 생은 그른 것 같다.",https://webtoon.kakao.com/content/용사의-전-여친입니다/2399,https://kr-a.kakaopagecdn.com/P/C/2399/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['남자친구', '로맨스', '주인공', '남자', '남편']"
230,"계모인데, 딸이 너무 귀여워","모구랭, 이르",로맨스 판타지,"다이어트도, 업무도 열심히 하면서 평범하게 살아가던 나 이백합….
과로사로 죽은 줄 알았는데 자신보다 예쁜 의붓딸을 질투한 나머지 딸을 독살하고,
결국 남편에게 처형되는 동화에 빙의했다?!
 
이대로 처형당할 수 없으니 귀엽고 사랑스러운 딸,
블랑슈와의 관계를 개선해 사망 플래그를 없애야 한다!
 
뭘 해도 귀여운 블랑슈에게 사랑을 퍼붓는 일은 즐거운데…
 
“우습군요. 부인이 언제부터 그렇게 블랑슈를 아꼈다고?”
 
망할 남편 놈이 날 자꾸 방해한다!
 
“저도 블랑슈의 부모입니다. 절 의심한 걸 사과하세요.""
“사과하지 않으면?” 
“오늘 밤 전하의 침소로 찾아가겠어요.”
“…….”
“특별히 아주 섹시한 속옷도 준비했답니다.”
 
나는 싱긋 웃으며 치명타를 날렸다.
 
“지금 당장 보여드릴까요?”
 
순식간에 일그러지는 남편의 얼굴이 아주 볼만했으니,
나는 계획한 대로 귀여운 딸 블랑슈를 덕질하며
행복한 두 번째 삶을 살 수 있을까?!
 
#딸덕질 #가족물 #로맨스코미디",https://webtoon.kakao.com/content/계모인데-딸이-너무-귀여워/2487,https://kr-a.kakaopagecdn.com/P/C/2487/sharing/2x/cc695c67-26a4-4a37-8fdf-f1a2d0cfef84.jpg,카카오웹툰,"['남편', '처형', '블랑슈', '로맨스', '사과']"
231,레이디 생존의 법칙,"예영, 윰윰, 이림",로맨스 판타지,"총 네 번의 환생,
모두 스물다섯 생일을 넘기기 전에 죽음을 맞았다. 
하지만 명부에 적힌 수명은 그보다 훨씬 길었고,
죽음을 관장하는 염라는 이유를 모른다고 한다.
내 인생은 블루 스크린인가.

어쨌거나 결국 생각해낸 묘안, 다섯 번째는 빙의다!
돈과 권력 그리고 기타 등등 모든 것을 지닌 젊은 여자의 몸에 빙의하여
연애도 하면서 가늘고 길게 살겠어!

그러나... 눈을 뜬 후 나는
빌어먹을 염라 놈에게 속았다는 걸 발견했다.

짜릿한 비주얼, 맛있는 막장.
레이디 생존의 법칙.",https://webtoon.kakao.com/content/레이디-생존의-법칙/2644,https://kr-a.kakaopagecdn.com/P/C/2644/sharing/2x/6c267336-55e9-4393-b39c-6fb388b59dcb.jpg,카카오웹툰,"['죽음', '로맨스', '번의', '생일', '스물']"
232,혼자 레벨업 합니다,"방개, 신필",학원/판타지,"짐꾼으로 일하던 한열. 
 오매불망 기다리던 각성과 함께 헌터가 되다!
 그런데 이게 웬일? 
 
 몬스터를 잡아서 레벨업을 하고, 
 행동을 통해 스킬을 획득하라고?",https://webtoon.kakao.com/content/혼자-레벨업-합니다/2430,https://kr-a.kakaopagecdn.com/P/C/2430/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['몬스터', '불망', '각성', '레벨', '웬일']"
233,주말 도미 시식회,루드비코,액션/무협,"파출소장 추승룡과 순경 김건, 
횟집사장 신정민과 직원 이태신이 모여 
도미회를 먹는 '주말 도미 시식회'

이들의 소소한 일상은 범죄도시 영포구를 만든 장본인,
시공건설 회장 서우진과 그의 경호조직 시공파의 방해로 
오래가지 못하는데...

과거 정민과 태신이 소속되었던 조직 망량회와 
영포구의 패권을 두고 전쟁을 벌였던 시공파,

결과는 망량회의 패배로 끝났고, 조직원들이 뿔뿔이 
흩어지며 영포구는 서우진의 손에 들어가게 된 것.

시간이 지나 과거 망량회 조직원이 시공파 조직원들에게 
죽음의 복수를 시작하면서 갈등이 시작되고,

평화롭게 살고 있던 '주말 도미 시식회'의
소소한 현재를 지키기 위해 고군분투하는 액션 드라마!",https://webtoon.kakao.com/content/주말-도미-시식회/1497,https://kr-a.kakaopagecdn.com/P/C/1497/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['건설', '과거', '드라마', '망량', '범죄']"
234,아이리스 - 스마트폰을 든 레이디,"윤혜, 유수완",로맨스 판타지,"남편은 사촌동생과 바람이 나고 가문은 송두리째 시가에 빼앗겼다.
절망에 빠져 생을 마감한 순간, 전생의 기억이 떠올랐다.
서울의 취업준비생 백연화의 삶이.
 
과거로 돌아온 그녀는 결심했다.
 
두 번 다시 그들에게 버려지지 않겠다. 이제 내가 그들을 버리리라!
 
그런데…….
 
이안은 아이리스의 눈을 지그시 응시했다.
“일전에 제가 했던 말을 기억하십니까?”
“의뢰비는 다른 것으로 받으시겠다는 말씀 말인가요?”
“예. 지금 받고 싶군요.”
아이리스는 가진 게 없는 사람이었다.
다른 귀족 자제처럼 든든한 부모가 있는 것도 아니고, 돈이 많지도 않았다.
그런 자신에게 무얼 받겠다는 말일까.
아이리스가 깜빡였다.
그가 빙그레 웃으며 말했다.
“나랑 연애하자.”
 
선황의 장자, 제국 최고의 미남, 완벽한 남편감으로 손꼽히는 발렌시아가 공작이 왜 내게?!
복수를 위한 동아줄이 날 잡아달라고 살랑거린다.",https://webtoon.kakao.com/content/아이리스---스마트폰을-든-레이디/2321,https://kr-a.kakaopagecdn.com/P/C/2321/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['남편', '응시', '이안', '지그시', '아이리스']"
235,더 이상 사랑하지 않는다,"수수, 은해윤",로맨스 판타지,"하녀의 딸로 태어나 부모의 사랑을 받지 못한 니베이아에게 비록 태중약혼의 상대이지만 발레르는 유일한 사랑이었다. 하지만 10년 동안 약혼자에게 냉대받으며 파혼을 종용당했던 니베이아는 그에게 지쳐 그를 떠나기로 결심하고, 전략에 걸맞은 결혼 상대가 필요했던 인접국 빈프리트의 황제에게 청혼한다. '사랑하지 않을 것'을 조건으로 걸고…",https://webtoon.kakao.com/content/더-이상-사랑하지-않는다/2451,https://kr-a.kakaopagecdn.com/P/C/2451/sharing/2x/0667e9d2-36dc-4651-8d82-137dee28a73c.jpg,카카오웹툰,"['베이', '상대', '사랑', '로맨스', '부모']"
236,사막의 신부,"차경희, 녹이빈",로맨스,"사막의 나라 나샤의 천덕꾸러기 공주인 해랑은 왕인 오라버니에 의해 금국 황제의 후궁으로 보내진다. 금국에서도 원치 않는 후궁이었기에 조용히 살리라 결심한 해랑이었지만, 처음 대면했을 때 해랑을 타박했던 황제가 어째서인지 해랑과 첫날밤을 치르자마자 ‘연’이라는 비의 칭호까지 내려 다른 후궁들의 견제를 받게 된다. 자신에게 잘해주는 황제에게 끌리면서도 그 이유를 알 수 없는 해랑은 혼란스럽기만 한데….",https://webtoon.kakao.com/content/사막의-신부/2659,https://kr-a.kakaopagecdn.com/P/C/2659/sharing/2x/330283ca-9fa1-44f0-a504-f7e268d0b3ff.jpg,카카오웹툰,"['황제', '해랑', '후궁', '공주', '꾸러기']"
237,레벨업 못하는 플레이어,"앵무새, 박정재, 스튜디오 크힛, 가빈지",액션/무협,"18세의 나이에 '플레이어'로 각성한 김기규.

'탑'을 오르고 '게이트'를 닫으며 인생이 탄탄대로일 줄 알았는데...

튜토리얼을 아무리 클리어해도 레벨1.

1일 1고블린을 해도 레벨1.

5년이 지나도 레벨1.

""누가 알았겠냐고, 이런 플레이어가 있는지.""

그 누구도 몰랐다.

탑을 뒤흔들 레벨1의 역대급 반전 능력을!",https://webtoon.kakao.com/content/레벨업-못하는-플레이어/2477,https://kr-a.kakaopagecdn.com/P/C/2477/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['레벨', '액션', '게이트', '누가', '무협']"
238,오늘은 꼭 고백할 거야!,CHYA,로맨스,"친구의 고백?!

혼혈로 태어나 괴롭힘당하던 김단에게 
마음의 안식처가 되어준 한채은. 

동경으로 시작했던 마음은 사랑으로 바뀌지만, 
고백으로 사이가 멀어질까 마음을 숨기며 지내다
고등학교 진학 후 불현듯 연락이 끊기게 된다. 

그대로 아픈 첫사랑으로 남겨질뻔하지만
2년 뒤 우연히 같은 대학교에 진학하여 재회한다. 

이번에야말로 후회가 남지 않을 멋진 고백을 결심하지만, 
전보다 더 차가워진 그녀는 김단을 밀어내게 되고 

차가운 모습 속에 슬픔이 있다는 걸 깨달은 김단은 
채은의 곁에서 그녀의 마음을 보듬어주는데...

과연 그녀의 마음을 열 수 있을까?",https://webtoon.kakao.com/content/오늘은-꼭-고백할-거야/1916,https://kr-a.kakaopagecdn.com/P/C/1916/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['마음', '고백', '진학', '고등학교', '괴롭힘']"
239,익애 ~봉황애사~,"연서, 김공작",로맨스,"딸을 낳아 바치는 것을 대가로 대대로 부귀영화를 이어온 최씨 가문. 인간인지 무엇인지 정체모를 사내와 터무니없는 약속을 한 최씨 일가는 여자아이가 태어나 사내와의 약속이 이루어지면 부귀영화를 잃을 것을 걱정해 딸을 낳는 것을 금기시한다. 그런 최씨 일가에서 유일한 여자아이로 태어난 지환은 여자라는 이유만으로 일가친척의 모진 구박을 받으며 살다 급기야 목숨의 위협을 느껴 집을 나온다. 약속을 기다리던 사내는 최씨 일가에 약속한 딸을 내 놓으라며 찾아가고, 지환은 할아버지의 장례식장에서 쓰러진 청년을 보고 이상한 이끌림을 느껴 도와주는데?!",https://webtoon.kakao.com/content/익애-~봉황애사~/2349,https://kr-a.kakaopagecdn.com/P/C/2349/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['여자아이', '일가', '사내', '약속', '가문']"
240,더 라이브,"앤트스튜디오, 흑아인",액션/무협,"불의의 사건으로 아내와 딸을 잃은 가장 윤재는 하루하루 절망에 빠져 살던 중, 미래의 자신이 보낸 일기장을 읽게 된다.

“아내와 딸을… 다시 만날 수 있다고?”

'이면 세계'의 '게임'을 이겨내는 자에게 주어지는 '성배', 그것을 사용하면 잃어버렸던 가족과 재회할 수 있다고 하는데…
강자만이 살아남는 잔혹한 세계에서 단 한 명, 미래를 아는 자가 된 윤재. 그는 그토록 바라던 소원을 이룰 수 있을까?",https://webtoon.kakao.com/content/더-라이브/2528,https://kr-a.kakaopagecdn.com/P/C/2528/sharing/2x/4dc7e468-10e7-4445-ba74-1735b11a2a07.jpg,카카오웹툰,"['미래', '윤재', '세계', '불의', '일기장']"
241,그 아해,권계림,공포/스릴러,"정신병원에서 실습중인 간호사 '초이'

평범한 직장 생활을 하던 어느 날
한 환자가 의사 행세를 하며 돌아다니는 것을 목격한다.

이상하게 그녀에게 관심을 가지던 그 이상한 환자는
퇴원 선물을 주겠다고 말을 남긴 뒤 눈 앞에서 사라지고

초이를 괴롭히던 직장 상사가 끔찍한 일을 당하게 되는데...",https://webtoon.kakao.com/content/그-아해/2133,https://kr-a.kakaopagecdn.com/P/C/2133/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['환자', '중인', '공포', '목격', '생활']"
242,이상징후,잇선,판타지 드라마,"이 복잡한 세상을 살면서
사람들이 자기도 모르게 서서히 인간성을 상실할 때, 
이상현상이 발현 된다.

이상 현상은 사람마다 제각각이다.
사람이 아닌 이상한 모습으로 변하는가 하면 
동시에 이상한 능력이 생기기도 한다.

이런 이상 현상을 치료해주는 <이상 현상 연구원>.

그곳의 연구 소장 서리는 사람의 모습을 한 채 
인간들의 병을 연구를 하고 치료 해주며 
아픈 사람들을 돕는 도깨비이다.

인간을 돕는 착한 도깨비 같지만 
서리는 언제나 비웃으며 인간들에게 말한다.

“누구나 인생이 지옥처럼 느껴지면 이상 현상이 벌어집니다.
다음 차례는 바로 당신일지도 몰라요.”",https://webtoon.kakao.com/content/이상징후/2154,https://kr-a.kakaopagecdn.com/P/C/2154/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['현상', '연구원', '치료', '소장', '연구']"
243,은빛마계왕,"팀 다람즈(COPIN), 이환",판타지 드라마,"수능시험을 망치고 한강에서 투신하려던 하유안.
 
그에게 마계 4장로 중 하나인 아레스 아스타로트가 나타나 제안을 한다. 
영혼이 사라진 마왕의 몸에 들어가 그의 대역을 하라는 것. 
 
수능 전날로 보내주겠다는 조건에 하유안은 그의 제안을 받아들이기로 한다.
 
역대 최강이자, 두려움의 대명사였던 마왕 류칼레시안 세르피오. 평범한 고등학생인 하유안이 과연 그의 대역을 잘해 나갈 수 있을까?",https://webtoon.kakao.com/content/은빛마계왕/2418,https://kr-a.kakaopagecdn.com/P/C/2418/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['제안', '마왕', '대역', '망치', '판타지']"
244,이뤄질 수 없는 마녀의 소망,해청,로맨스 판타지,"‘나도 그때 죽었더라면…’
 
갑자기 일어난 대화재로 모든 것을 잃게 된 카이델. 
가족도 집도 없이 어린 나이에 오롯이 혼자가 된 카이델은 결국 고아원 생활을 하게 되지만,
그곳에서도 집단 따돌림을 당하며 힘든 나날을 보낸다. 
 
그러던 어느 날 대화재 사건의 흑막에 대해 알고 있는
백작부인이 찾아와 자신의 양자로 들어오라 하는데…
 
‘나와 함께 그 불씨를 쫓아보지 않겠느냐?’
 
범인의 단서는 오직 하얀 머리의 소녀라는 것뿐―
 
카이델과 백작부인의 모든 것을 앗아간 하얀 머리의 소녀와
그를 쫓는 카이델, 그리고 밝혀지는 사건의 진실…
 
그 진실이 내 전부를 또 다시 앗아간다면
나는 어떤 선택을 해야 할까?",https://webtoon.kakao.com/content/이뤄질-수-없는-마녀의-소망/2338,https://kr-a.kakaopagecdn.com/P/C/2338/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['이델', '카이델', '대화재', '사건', '백작']"
245,던전 마제스티,"람다, 오벨리스크 팩토리, 박제후",학원/판타지,"평범한 편의점 알바생 오주윤은 어느날 사람을 구하기 위해 강에 뛰어들어 죽을 위기에 놓이지만 기회를 얻어 새로운 몸으로 환생한다. 선택받은 영혼이라 생각했지만, 벽돌을 만드는 새로운 삶. 지저세계의 벽돌 굼벵이가 되었다.
과연 오주윤은 이 던전의 주인이 될 수 있을까?",https://webtoon.kakao.com/content/던전-마제스티/2461,https://kr-a.kakaopagecdn.com/P/C/2461/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['오주', '기회', '알바생', '위기', '판타지']"
246,남의 사랑 이야기,사란,로맨스,"내 인생에 사랑은 사치일까.

일 잘하고, 능력 있고, 이성적인 '선아'는
자기감정에 유독 서툴다. 특히 연애 감정.

남들은 좋아 죽는다는 그 사랑이 대체 뭔지, 어떤 기분인지
공감 못 하면서도 한 번도 겪어보지 못한 진솔한 사랑에
놓을 수 없는 환상과 부담을 갖고 있는데.

건너 건너 소개로 만났던 남자친구가 바람을 피워 헤어지게 된 날,
예상치 못한 새로운 만남을 갖게 된다.

과연 이번에는?",https://webtoon.kakao.com/content/남의-사랑-이야기/2142,https://kr-a.kakaopagecdn.com/P/C/2142/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['사랑', '감정', '건너', '남자친구', '부담']"
247,적기사는 눈먼 돈을 좇지 않는다,"송재민, 로시원",로맨스 판타지,"회귀 후, 흑기사였던 과거를 버리고 
적기사가 된 유디트. 
이번 생은 후회하지 않는 삶을 살 수 있을까?",https://webtoon.kakao.com/content/적기사는-눈먼-돈을-좇지-않는다/2524,https://kr-a.kakaopagecdn.com/P/C/2524/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['디트', '로맨스', '판타지', '과거', '사가']"
248,부기영화,"급소가격, 여빛",코믹/일상,약쟁이들의 병맛 영화 리뷰!,https://webtoon.kakao.com/content/부기영화/2343,https://kr-a.kakaopagecdn.com/P/C/2343/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['리뷰', '병맛', '일상', '코믹']"
249,복원가의 집,김상엽,드라마,"고교 1학년 유성우는 부서진 물건의 옛 기억을 거슬러 올라가 ‘원형(原型)을 볼 수 있는’ 능력을 지닌 소년. 
아버지 어머니는 모두 가출, 호구지책으로 알바를 뛰며 할아버지가 물려준 거대 한옥에서 홀로 생계를 꾸리던 어느 날.
이 소년가장 앞에 스스로 ‘백제 21대 왕의 2대손인 중평군의 위사좌평(호위대장)’이라 칭하는 소녀 란이 나타나고…. 
그 이후 인간세계의 존재가 아닌 불청객들이 차례차례 몰려드는데??
",https://webtoon.kakao.com/content/복원가의-집/2611,https://kr-a.kakaopagecdn.com/P/C/2611/sharing/2x/a994a012-6e10-4ee8-9408-9c9c71299d8b.jpg,카카오웹툰,"['거대', '불청객', '고교', '드라마', '대손']"
250,도서관에는 마녀가 필요하다,"이청, 나리비",로맨스 판타지,"어느날 갑작스레 날아온 편지 한 통.
마녀 베시 에일은 그 편지로 인해 16년만에 모국, 베이론 제국으로 돌아오게 된다.

이후 폐관 직전인 국립도서관의 신임 관장이 된 그녀는,
자신이 황궁에 숨겨져 있는 비밀에 얽힐 것을 예감하는데......

“그럼 이제부터는 반드시 당신 곁에 있겠습니다.”
“당신은 나한테 특별합니다. 그 무엇보다, 그 누구보다 특별한 사람입니다.”

지독한 악연으로 얽혔던 기사 저스틴과의 관계가 차츰 묘한 빛을 띄기 시작한 가운데,
베시는 제국을 뒤흔들 거대한 진실에 다가서게 된다.",https://webtoon.kakao.com/content/도서관에는-마녀가-필요하다/2625,https://kr-a.kakaopagecdn.com/P/C/2625/sharing/2x/2aa87c2a-2c1a-4f70-8f6c-1c206a129dd1.jpg,카카오웹툰,"['제국', '갑작스레', '로맨스', '에일', '판타지']"
251,별똥별이 떨어지는 그 곳에서 기다려,만물상,판타지 드라마,"이야기의 시작은 마녀 플로의 죽음으로부터.
별똥별이 떨어지면 마녀가 되는 신비한 테이블랜드.

아버지를 여읜 작은 별의 마녀 에픠에게
오랫동안 기다렸던 마녀의 고양이 비비가 찾아오지만
상상과는 달리 굉장히 얄밉다.

""그야 나는 …니까.""

그리고 어딘가 석연치 않은 사실들이 
퍼즐 조각처럼 그들의 앞에 놓이는데….

마녀 플로의 죽음, 계속해서 실종되는 별똥별들.
그리고 에픠의 고양이가 태어나지 않은 이유는?

마녀 에픠와 고양이 비비,
짝이 되어 별똥별의 행방을 쫓아라!",https://webtoon.kakao.com/content/별똥별이-떨어지는-그-곳에서-기다려/1531,https://kr-a.kakaopagecdn.com/P/C/1531/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['죽음', '플로', '비비', '마녀', '별똥별']"
252,정령의 펜던트,"빅피, 발렌",학원/판타지,"제국의 살아 있는 전설, 란데르트 공작의 유일한 아들 바율.
어려서부터 환시와 환청을 겪으며 일상 생활에 어려움을 겪던 바율은
아버지의 강권으로 뒤늦게 캐링스턴 아카데미에 입학하게 된다.

집을 나오기 전의 우려와는 달리 바율은 아카데미 생활을 하며
따듯하고 개성 강한 친구들을 만나 조금씩 마음의 문을 열게 되고,
그곳에서 환시로만 알고 있었던 존재가 사라진 줄 알았던 정령임을 알게 되며
바율의 생활은 새로운 국면을 맞이하게 되는데…….",https://webtoon.kakao.com/content/정령의-펜던트/2509,https://kr-a.kakaopagecdn.com/P/C/2509/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['아카데미', '환시', '바율', '생활', '입학']"
253,엔젤릭 레이디,"와플푸, 수수",로맨스 판타지,"안젤라는 나의 소중한 친구였다. 
가족보다 그녀를 소중히 여겼고, 수도 사교계의 꽃으로 만들어주었다.
  
하지만 내게 돌아온 건 배신이었다. 
 
황태자비가 되기 위해 벨체터 후작가에서 반역을 도모하고 있다며 나의 가문을 팔아넘겼고, 
내 약혼자마저 그녀에게로 떠나갔다.
 
하지만 단두대 아래서 죽음을 맞이하려던 그 순간,
 
난 안젤라와 처음 만났던 시절로 돌아와 있었다.
 
이번에는 내가 그녀의 인생을 망가뜨리려 한다. 
 
안젤라, 
네가 말했듯 나도 네가 불행해졌으면 좋겠어.",https://webtoon.kakao.com/content/엔젤릭-레이디/2442,https://kr-a.kakaopagecdn.com/P/C/2442/sharing/2x/eacb00ec-9034-42cb-a533-7c7690741113.jpg,카카오웹툰,"['단두대', '맞이', '순간', '시절', '아래']"
