,제목,작가,장르,줄거리,url,썸네일,플랫폼,키워드
0,아기가 생겼어요,"강기, 이정","#로맨스#소설원작#연애#결혼#원나잇
","윤리적 교육적으로 완벽한 선생님을 꿈꾸던 장희원은 하룻 밤의 일탈로 임신을 하게 된다. 설상가상으로 아기아빠는 제자의 삼촌이자 학교 이사장인 강두준인데. 덜컥 결혼부터 하자는 이사님께 제대로 낚인 장희원의 아슬아슬한 로맨스 드라마 
",https://www.lezhin.com/ko/comic/i_have_a_baby,https://ccdn.lezhin.com/v2/comics/5564344987877376/images/tall.jpg?updated=1647219661399&width=840,레진코믹스,"['결혼', '로맨스', '희원', '가상', '강두']"
1,"대표님, 사모님이 도망가요","Hongshu, Anyouran","#로맨스#현대물#계약관계#결혼#재벌
","결혼식 전날, 약혼자의 불륜을 목격한 것도 모자라 사랑하는 가족까지 잃게 된 노신아. 세상이 무너지는 것 같던 그때 그녀 앞에 나타난 권욱진! ""네가 잃은 모든 걸 되찾아 줄 수 있어. 단, 한 가지 요구만 들어준다면..."" 모든 걸 잃어버린 그녀에게 나타난 이 남자. 과연 행운일까? 불행일까?
",https://www.lezhin.com/ko/comic/runaway_wife,https://ccdn.lezhin.com/v2/comics/4732211905757184/images/tall.jpg?updated=1639963332642&width=840,레진코믹스,"['남자', '불행', '요구', '행운', '결혼식']"
2,대표님의 삐뚤어진 사랑 [연재],"Hongshu, Rose Studio, Nianhuarexiao","#로맨스#현대물#계약관계#집착#재벌
","""도망쳐 봐야 내 손바닥 안이지."" 
자신을 버린 전 남자 친구에게 복수하기 위해 악마 같은 남자 강재준과 계약을 하게 된 문가영. 그런데 이 남자 정말 괜찮은 걸까? 문가영은 자신의 주변인들까지 조여오는 강재준의 집착에서 벗어나기 위해 고군분투하는데...
​
문가영은 삐뚤어진 강재준에게서 벗어나 원래의 평범한 삶을 살아갈 수 있을까?
",https://www.lezhin.com/ko/comic/ceos_crooked_love,https://ccdn.lezhin.com/v2/comics/5459019290705920/images/tall.jpg?updated=1635134485828&width=840,레진코믹스,"['집착', '계약', '대물', '로맨스', '손바닥']"
3,월간 백합 [연재],레드피치,"#백합#귀여움#달달물#옴니버스#썸
","[본 작품은 여러 에피소드로 구성되어 있는 단편집입니다.]
꽃이 아니라, 불꽃 같은 우리들의 이야기
매월 10일,
여러분이 애타게 찾던 사랑이 찾아갑니다.
",https://www.lezhin.com/ko/comic/monthly_gl,https://ccdn.lezhin.com/v2/comics/5197379572924416/images/tall.jpg?updated=1650860103834&width=840,레진코믹스,"['작품', '편집', '달달', '백합', '버스']"
4,약혼녀가 바뀐 것 같은데요 [연재],소명태극,"#로맨스#환생#연예인#달달물#썸
","""나랑 결혼하기 싫은 거 알아.
그러니까 우리 파혼해.""
복싱 월드 챔피언이었던 나, 임수영은
'성우진의 악혼녀' 임화영에게 빙의했다.
잘나가는 배우 성우진의 약혼녀라는 이유만으로
 불행한 삶을 살던 화영을 대신해
파혼을 결심한 수영.
성우진도 임화영에게 냉랭하기만 했으니
파혼은 식은죽 먹기라 생각했는데…?
""난 파혼할 생각 없는데.""
...왜 싫은 건데?!
",https://www.lezhin.com/ko/comic/changed_fiancee,https://ccdn.lezhin.com/v2/comics/6314845405511680/images/tall.jpg?updated=1651829350604&width=840,레진코믹스,"['수영', '임화', '성우', '파혼', '배우']"
5,우리 아빠가 대표님 이래요 [연재],에코스튜디오,"#일상#로맨스#현대물#재벌#성장물
","""아빠라고… 불러도 돼요?""
아빠 없이 엄마의 손에 홀로 키워진 은호에게
갑자기 나타난 남신 아빠!
그런데… 아빠가 생긴 건 좋지만,
은호의 눈엔 둘의 사이가 조금 미묘해 보인다.
엄마, 아빠와 행복하게 살고싶은
은호의 바람은 이루어질 수 있을까?
",https://www.lezhin.com/ko/comic/my_dads_the_boss,https://ccdn.lezhin.com/v2/comics/5203110975045632/images/tall.jpg?updated=1625022247301&width=840,레진코믹스,"['아빠', '엄마', '호의', '홀로', '사이']"
6,말할 수 없는 남매,윌로우,"#걸크러쉬#고등학교#코믹#비밀#로맨스
","전학 첫 날부터 큰 사고를 쳤다. 첫눈에 반한 남학생의 관심을 끌기위해 오빠와 사귄다는 거짓말로 학교를 발칵 뒤집어 놓은 다이너마이트 남매의 학교생활. 탄탄한 실력을 갖춘 윌로우님의 장편 데뷔작.
",https://www.lezhin.com/ko/comic/my_secret_brother,https://ccdn.lezhin.com/v2/comics/99/images/tall.jpg?updated=1644555407101&width=840,레진코믹스,"['남학생', '발칵', '장편', '마이', '실력']"
7,낮에 뜨는 별 [연재],"고다고, 채은","#현대물#연상연하#달달물#다정#연예인
","대한민국 최고의 톱스타 강승현,
7년째 중고 신인 황유라의 드라마틱 로맨스!
연기 하나만으로 성공하고자 했으나, 7년째 무명배우 신세인 황유라. 
그녀는 믿었던 남자친구에게 뒤통수를 맞는다. 
양다리를 걸치던 그가 유라를 잔인하게 차 버리고 더 좋은 배경의 여자와 결혼한 것.
이후 유라는 대작 냄새 폴폴 풍기는 영화의 단역을 맡게 되지만, 그녀의 고난은 끝나지 않는다. 
한겨울에 바다에 빠져야 하는 촬영에, 빽으로 주연을 차지한 전 남자친구와의 재회까지?!
결국 유라는 촬영장 구석에서 눈물 콧물을 쏟고 만다.
그때, 흥행 보증수표로 불리는 톱스타 강승현이 그녀를 발견하는데.
“내 방에서 자.”
“저, 그런 애 아닙니다!”
영화 촬영과 함께 시작되는 두 사람만의 비밀스럽고 간지러운 로맨스!
",https://www.lezhin.com/ko/comic/stars_rise_day,https://ccdn.lezhin.com/v2/comics/6719108801691648/images/tall.jpg?updated=1639449321940&width=840,레진코믹스,"['유라', '톱스타', '중고', '대한민국', '드라마틱']"
8,대표님의 독점적 사랑,Wanbao,"#로맨스#연애#재벌
","술에 취해 회사 대표님과 하룻밤을 보내게 된 나,  그 후 대표님이 나를 대하는 행동이  달라졌다!
게다가 알고 보니 나랑 가장 친한 친구의 오빠였다니!? 안 그래도 부담스러운데 대놓고 내게 직진하는 이 남자! 대체 진심이 무엇일까?
모르겠고 돈 많고, 잘 생기고, 몸매까지 완벽한 이 남자, 그냥 확~! 내 걸로 만들어 버려?
",https://www.lezhin.com/ko/comic/boss_exclusive_love,https://ccdn.lezhin.com/v2/comics/4702957250871296/images/tall.jpg?updated=1651626344750&width=840,레진코믹스,"['남자', '직진', '대체', '진심', '행동']"
9,첫사랑에게 [연재],"리세, 유송주","#소설원작#학원#로맨스#첫사랑
","유일한 가족이었던 할머니가 돌아가신 후 
하진의 집에 객식구로 얹혀 살게 된 지수. 
어린 나이에 가족을 전부 잃고도,
힘든 내색조차 하지 않는 그녀에게 하진은 자꾸만 시선이 향하는데...!
한 지붕 아래서 펼쳐지는 지수와 하진의 풋풋한 첫사랑 이야기.

“그런데 참 신기해.”
“뭐가.”
“절대 좋아할 일 없을 거라고 확신했던 녀석을 좋아하게 됐다는 게.”
",https://www.lezhin.com/ko/comic/dear_first_love,https://ccdn.lezhin.com/v2/comics/5112338975096832/images/tall.jpg?updated=1639013286294&width=840,레진코믹스,"['시선', '소설', '자꾸만', '로맨스', '사랑']"
10,사랑할 수 없는 그녀,"kkworld, zero, Chunfeng Studio","#로맨스#첫사랑#츤데레#달달물#짝사랑
","“더 이상 사랑 따윈 믿지 않아.” 2년 전 약혼자의 배신으로 결혼식에서 도망친 하수현은 자신은 더 이상 누군가를 사랑할 수 없는 사람이라 여기며 일만 보고 살아 왔다. 하지만 어린 시절부터 자신을 졸래졸래 따라다니던 이웃집 남동생 임호와 재회한 뒤, 꽁꽁 얼어붙어 있는 그녀의 마음도 녹아 내리기 시작하는데…….
",https://www.lezhin.com/ko/comic/unloveable_woman,https://ccdn.lezhin.com/v2/comics/4535643469840384/images/tall.jpg?updated=1623295311178&width=840,레진코믹스,"['꽁꽁', '남동생', '리기', '시작', '시절']"
11,속도위반 대표님과 계약 아내 [연재],"shibuciyuan, kkworld, flower","#로맨스#계약관계#결혼#재벌#달달물
","고혜원은 친구의 계략으로 대기업 대표 윤석찬의 아이를 갖게 된다. 그 탓에 재벌가의 약혼녀가 됐지만 정작 상대는 뱃속의 아이한테만 관심을 가질 뿐 그녀에겐 눈길도 주지 않는 듯하다. 그런데 막상 결혼하고 보니 그녀에게 다가오기 시작하는 그 남자. 혜원도 과거의 소심한 모습에서 벗어나 점차 석찬에게 마음 문을 열기 시작한다. 하룻밤 만에 신데렐라 자리에 오른 혜원과 차가운 재벌 집착남 석찬의 속도위반 신혼 생활은 어떤 결말을 향해 뻗어 있을까?
",https://www.lezhin.com/ko/comic/contract_wife,https://ccdn.lezhin.com/v2/comics/6480790705209344/images/tall.jpg?updated=1620005466771&width=840,레진코믹스,"['재벌', '혜원', '결혼', '결말', '생활']"
12,아가씨와 우렁총각,제이드,"#드라마#살림남#연애#능력녀#로맨스
","남에게 기대는 것을 싫어하는 수하의 인생엔 남자도 연애도 없을 예정. 그런 그녀의 아파트에 어느 날 건장한 총각 태수가 난입한다! 아파트 계약 사기를 당해 갈 곳이 없어진 그는 자칭 게이에 타고난 살림꾼?! 수하는 고민 끝에 그를 가정부로 들이게 되는데...
",https://www.lezhin.com/ko/comic/snail,https://ccdn.lezhin.com/v2/comics/5310249108766720/images/tall.jpg?updated=1610007388299&width=840,레진코믹스,"['수하', '아파트', '난입', '남자', '살림']"
13,우리사이느은,이연지,"#로맨스#다각관계#짝사랑#썸#친구>연인
","멀어질 수도, 그렇다고 연인이 될 수도 없는 사이.
파스텔 톤처럼 따스하지만, 원색처럼 뜨겁지 못해 애매한 우리. 모두를 두근거리게 할 캠퍼스 로맨스가 시작됩니다.
",https://www.lezhin.com/ko/comic/woori,https://ccdn.lezhin.com/v2/comics/272/images/tall.jpg?updated=1602323552147&width=840,레진코믹스,"['로맨스', '연인', '사이', '시작', '원색']"
14,LOVE WINS,목도리,"#결혼#로맨스#드라마#백합
","「 레진챌린지에서 독자들의 정신이 아찔해지게 웃기고 설렜던 선 결혼 후 연애 로맨스!! 」
동성혼 합법화 소식에 들떠 번개에 나간 모쏠 레즈 이다연. 
술에 취해 모르는 여자와 혼인신고를 해버렸다....!?
",https://www.lezhin.com/ko/comic/lovewins,https://ccdn.lezhin.com/v2/comics/4527189402124288/images/tall.jpg?updated=1643271913299&width=840,레진코믹스,"['독자', '로맨스', '린지', '연애', '웃기']"
15,"대표님, 오늘은 아니에요 [연재]",iCiyuan,"#로맨스#비밀#집착#재벌#복수
","악연도 이런 악연이 없다.
하룻밤의 쾌락을 위해 만난 사람이 맞선남이라니.
이 사람은 왜 자꾸 나한테 결혼하자고 하는 거지?
그 일을 약점잡아 날 가지고 놀겠다는거야? 어림도 없지.
어차피 해야 할 결혼이라면, 내가 결정하겠어.
",https://www.lezhin.com/ko/comic/not_today_boss,https://ccdn.lezhin.com/v2/comics/4571921605001216/images/tall.jpg?updated=1651629868215&width=840,레진코믹스,"['어차피', '거지', '결정', '결혼', '라면']"
16,너와 사는 오늘,"우지혜, 두르","#걸크러쉬#로맨스#사내연애#첫사랑#삼각관계
","""연애하면 될 거 아냐!!""
소꿉친구인 재혁을 짝사랑하던 도희. 
그녀가 재혁과 멀어지기 위해 연애를 하기로 다짐한 그 순간 
교내에서 소문난 잘생긴 또라이 원영과 마주친다!
계속되는 원영의 장난에 자신도 모르게 설레는 나날들..
과연 도희는 파란만장한 캠퍼스에서 연애를 시작할 수 있을까??
",https://www.lezhin.com/ko/comic/live_with_you,https://ccdn.lezhin.com/v2/comics/5565232769728512/images/tall.jpg?updated=1645665635282&width=840,레진코믹스,"['연애', '원영', '다짐', '도희', '라이']"
17,귀여운 그녀,yoolook media,"#로맨스#연애#재벌
","출세에 눈이 멀어 버린 남자친구는 자신을 버리고 다른 여자와 결혼을 해 버리곤 버젓히 여주인공의 회사 대표로 취임을 하게 된다. 
옛남친의 괴롭힘에도 불구하고 꿋꿋이 회사 생활을 이어오던 여주인공 나하은! 
어느 날 술에 취해 남자와 잠자리를 가지게 되는데, 이 남자 알고 보니 오로지 그녀만 바라보는 해바라기가 따로 없다. 
얼떨결에 해바라기 윤지훈과 결혼을 하게 되지만, 그 이후 윤지훈을 차지하려는 여러 연적들을 상대해야 하는 처지에 몰리게 된다. 
하지만 윤지훈은 그 누구보다 그녀의 든든한 바람막이가 되어주는데!
",https://www.lezhin.com/ko/comic/cute_girl,https://ccdn.lezhin.com/v2/comics/6715755718836224/images/tall.jpg?updated=1631072704191&width=840,레진코믹스,"['해바라기', '회사', '결혼', '윤지', '남친']"
18,이번 생은 악녀로 살겠습니다,black,"#로맨스#동양풍#썸
","""이게 착하게 살아온 대가야? 다음 생이 있다면 절대 당하고만 살지 않겠어!""
결혼 후 행복한 삶을 보내던 수연은 계략에 의해 살인 누명을 쓰고 사랑하던 남편의 손에 억울한 죽음을 맞이하게 된다.
아득해지는 의식 속에서 다음 생이 있다면 반드시 복수하겠노라 다짐하던 수연은 자신을 부르는 소리에 정신을 차리고, 자신이 결혼 전 과거로 돌아온 것을 깨닫게 되는데...
다시 한 번 자신의 운명을 손에 쥐게 된 수연의 자비 없는 복수가 시작된다!
",https://www.lezhin.com/ko/comic/wickedwoman,https://ccdn.lezhin.com/v2/comics/4613987880992768/images/tall.jpg?updated=1650621744773&width=840,레진코믹스,"['결혼', '수연', '복수', '운명', '과거']"
19,설레는 기분,쌈바,"#힐링물#달달물#짝사랑#친구>연인#백합
","백설아. 명실상부한 경영학과 퀸. 백설아는
입학할 때부터 그 존재감이 남달랐다.
일찍이 성적으로 검증된 명석함.
굳이 말이 필요없는 외모.
미모와 지성을 겸비한 재원이란 표현이 딱이랄까?
그리고 백설아는 지금 내 자취방 바로 앞 건물에 살고 있다.
""지금이라도 딱 기억할게. 알려 줘, 네 이름.""
백설아가 내게 말했다.
",https://www.lezhin.com/ko/comic/flutter,https://ccdn.lezhin.com/v2/comics/4708028236496896/images/tall.jpg?updated=1615776404135&width=840,레진코믹스,"['백설', '상부', '경영학', '달달', '명실']"
20,"대표님, 저 결혼했어요",HotRead,"#로맨스
","결혼한지 3년, 아직 남편의 얼굴도 모르는 채 살고 있는 주인공 권지안,
친구의 부탁에 소개팅을 나가게 되고 거기서 자신의 정체를 알고 있는 남자를 만나게 되는데, 다음날 그 남자가 회사 대표님으로 주인공 앞에 나타나게 된다.
",https://www.lezhin.com/ko/comic/im_married_sir,https://ccdn.lezhin.com/v2/comics/6394586036502528/images/tall.jpg?updated=1612946359292&width=840,레진코믹스,"['부탁', '소개팅', '거기', '남편', '로맨스']"
21,만지고 싶어! [연재],"China Literature, Gu Nanxi, Vigor Comic","#드라마#로맨스#집착#연애#짝사랑
","걸크러쉬 인기 락밴드 리더 강세아가 결벽증을 가지고 있는 외과 의사 유도혁을 만나 그 사람의 손과 사랑에 빠졌다?! 
‘저 손…가지고 싶어…! 나만 만지고 싶어!’
도혁을 만날 때 마다 “만져봐도 돼요?”라고 묻는 세아!
“예쁜 손은 다 만져봐요?”
“아니요, 선생님한테만 그래요. 그러니까...한 번 더 만져봐도 돼요?”
조금씩 강세아의 일상으로 스며드는 유도혁! 그런데 이 남자…왜 이렇게 나랑 취향이 비슷한 거지? 내가 좋아하는 걸 모두 알고 있어?!
“선생님, 우리 혹시 어디서 만난 적 있어요?”
",https://www.lezhin.com/ko/comic/i_want_to_touch,https://ccdn.lezhin.com/v2/comics/4701529878888448/images/tall.jpg?updated=1633493223313&width=840,레진코믹스,"['강세', '유도', '로맨스', '아가', '결벽증']"
22,악의의 농도 [개정판] [연재],"두리, 팔듀(악어스튜디오), 라치크","#귀족#소시오패스#걸크러쉬#로판#영혼바뀜
","[해당 작품은 <악의의 농도> 일부 장면을 편집한 15세 개정판입니다.]
""프라우드 카터, 내 인생은 그 놈 때문에 망했어!""
귀족 영애였던 리타는 그 놈 때문에 시한부 술집 작부가 되었다.
복수를 하고 싶어도 쥘 칼날이 없는 나날들.
그런 리타에게 이국의 주술사가 제안했다.
""당신의 낡은 몸을 새 육신과 맞바꿔 드리겠습니다.""
주술사의 마법으로 시한부 작부 리타는 백작가의 영애, 베르타 알베르하트로 다시 태어날 수 있었다.
하지만 베르타는 알지 못했다.
""아가씨, 제가 아가씨의 몸을 준비시켜 드리겠습니다.""
""다른 사람한테 범해지는 당신의 모습, 너무 아름다워.""
""아름다운 숙녀에게 이정도 대가는 바라도 되겠지요.""
아름다운 베르타의 몸을 노리는 적이 사방에 깔려 있었다는 것을!
하지만 이제는 당하고만 있을 베르타가 아니다.
'힘없는 자의 악의는 꽃피기도 전에 스러진다. 하지만 지금의 나는 달라.'
넘쳐나는 돈과 백작 지위. 아름다운 얼굴과 몸을 이용해 복수에 한 발짝씩 다가가는 베르타.
과연 베르타의 칼날은 원수를 찌를 수 있을까?
",https://www.lezhin.com/ko/comic/concentration_of_malice_rd,https://ccdn.lezhin.com/v2/comics/5276684046893056/images/tall.jpg?updated=1648534647776&width=840,레진코믹스,"['칼날', '복수', '타의', '주술사', '얼굴']"
23,잠겨진 양호실에서 선생님과,카놀라 유,"#로맨스
","""나 지금 발정 중이니까―.""
양호실에서 온기를 갈구하는 듯이 부드럽게, 몇 번이나 입술을 겹치는 히로키.
그는 '여성 의존증'이었다….
과거의 트라우마로 인해 남자와의 접촉이 두려운 양호 선생님 시호.
하지만 어느 날, 몸이 안 좋아 양호실에 온 남학생 히로키에게 붙잡혀 키스 당하고 만다.
곧바로 저를 덮친 몸을 밀어내지만, 실은 그도 '여성 의존증'이라는 병을 가지고 있다는 사실을 알게 된다.
닿고 싶어하는 그와 닿는 것이 무서운 시호….
히로키는 서로의 사정을 알게 된 후,
매일 양호실에서 피부를 맞대며 서로를 치료해주자는 제안을 해오는데….
",https://www.lezhin.com/ko/comic/in_a_looked_room,https://ccdn.lezhin.com/v2/comics/4755963969798144/images/tall.jpg?updated=1609982435763&width=840,레진코믹스,"['호실', '히로', '시호', '중이', '키스']"
24,대표님 꼭 안아주세요 [연재],iReader,"#로맨스
","우연히 마주친 남자와 보낸 하룻 밤, 그걸로 끝인 줄 알았지만, 계속해서 그와 마주치게 된다. 남자는 그녀에게 끊임없이 구애를 하지만, 자존심 때문에 그를 받아들이지 못한다. 어느날 특별한 사건이 발생하게 되고 그녀는 남자에게 조금씩 마음을 열게 되는데...
",https://www.lezhin.com/ko/comic/give_a_big_hug,https://ccdn.lezhin.com/v2/comics/4655981721092096/images/tall.jpg?updated=1631779597471&width=840,레진코믹스,"['남자', '구애', '자존심', '남자에게', '마음']"
25,너는 아니라고 했지만,"만조경, PP","#드라마#백합#잔잔물#오피스#짝사랑
","대학시절 짝사랑했던 주은과 우연히 마주친 연서. ""선배, 그때 내 부케 왜 안 받았어요?"" 당시엔 전혀 마음을 모르는 것 같던 주은이 다 알고 있던 것처럼 굴자 연서는 혼란스럽다. 그리고 자신이 여전히 주은을 사랑한다는 사실을 깨닫는데..... ""팀장님이 오주은씨랑 뭘 할 수 있는데요?"" 도발하는 직장 동료 상아와 충동적으로 밤을 보내게 되는 연서. 셋의 마음은 순탄할 수 있을까?
",https://www.lezhin.com/ko/comic/you_said_no,https://ccdn.lezhin.com/v2/comics/5424474569900032/images/tall.jpg?updated=1645421232694&width=840,레진코믹스,"['연서', '마음', '도발', '순탄', '동료']"
26,"꽃은 꽃으로, 잎은 잎으로","골지, 해표, 우지혜","#동양풍#로판#삼각관계#복수#로맨스
","재벌가 첩의 딸로 태어난 홍설영은 갖은 핍박에도 굴하지 않고 떳떳하게 자리를 잡아가고 있던 중, 부모님이 갑자기 교통사고로 돌아가시게 되고 설영 또한 자살을 가장한 죽음을 맞이하게 된다. 
설영은 눈을 감는 순간까지 홍씨 일가를 저주하는데.... 그러다 갑작스레 의식이 돌아온 설영, 눈을 떠보니 시대극 드라마 세트장을 연상케 하는 배경이 눈에 들어온다...? 
그리고 머리는 언제 이렇게 길어진 거야?! 설상가상으로 자신을 '아씨'라고 부르는 소녀까지....? 
다른 차원에서 '홍설영'이 아닌 '장설영'으로 눈을 뜬 설영의 속시원한 복수극이 시작된다!
",https://www.lezhin.com/ko/comic/flower_leaf,https://ccdn.lezhin.com/v2/comics/5231277554073600/images/tall.jpg?updated=1645091980669&width=840,레진코믹스,"['복수', '영은', '설영', '배경', '시대극']"
27,천사의 용도,공사,"#얼굴천재#판타지#악마#천사#로맨스
","21세기에 악마를 소환한다는 미친놈들에게 납치당했다.
다행히 제물로 바쳐질뻔한 위기의 순간, 벽이 부서지며 얼굴이 ""천사""같은 남자가 등장!
...그런데 저 구해주러 온 거 아닌가요? 왜 나를 향해 칼을 드는 거죠…?
",https://www.lezhin.com/ko/comic/angelsuse,https://ccdn.lezhin.com/v2/comics/5892678096060416/images/tall.jpg?updated=1645421235772&width=840,레진코믹스,"['얼굴', '천사', '납치', '로맨스', '세기']"
28,그녀는 나를 싫어해 시즌1-2,"아마도지, 사삭","#연상연하#개그#로맨스
","무뚝뚝한 단호박남 한자기와 츤데레한 시니컬녀 조아연의 미묘달달 4컷만화.
",https://www.lezhin.com/ko/comic/she_hates_me,https://ccdn.lezhin.com/v2/comics/4696807292403712/images/tall.jpg?updated=1568002704514&width=840,레진코믹스,"['개그', '기와', '단호박', '만화', '연상']"
29,미명의 추적자,"매사, EMO, 칵스","#로맨스#로판#능력녀#역하렘
","실수로 세 남자와 하룻밤을 보냈다. 한 놈은 오랜만에 만난 소꿉친구,
한 놈은 오래 전부터 사이 안 좋은 놈, 한 놈은 평소 데면한 동료 연구원!
심지어 그날 일로 중요한 의뢰까지 실패한 크리세루아는
그들의 기억을 지우고 의뢰 수습에 집중하고자 했는데,
임신 사실까지 들키고 말았다.
이 말도 안 되는 일을 어떻게 해야 하지?
",https://www.lezhin.com/ko/comic/tracker_of_dawn,https://ccdn.lezhin.com/v2/comics/6738868293664768/images/tall.jpg?updated=1644372846453&width=840,레진코믹스,"['남자', '능력', '동료', '로맨스', '만난']"
30,배덕의 밤 [개정판],"kk, 팽유정","#로맨스#소설원작#동양풍
","[해당 작품은 <배덕의 밤> 성인 버전의 일부 장면을 수정한 15세 개정판입니다. 이용에 참고 부탁드립니다.] 
“이 밤을 오롯이 감당하는 것은 제 몫입니다. 그러니 그대는 내어주시기만 하면 됩니다.”
소년병으로 꾸민 채 전장을 전전해왔던 은설은, 백황국 금문장군 기해운의 며느리라며 그 집안에 발을 디딘다.
해운의 장자인 백운은 이미 사위어진 목숨, 진실을 아는 이는 없을 터. 거기다 해운은 있지도 않은 그녀 태중의 아이를 후계자로 삼겠다 선언한다. 그리고 달이 휘영청 밝은 밤, 그녀의 처소로 찾아든다!
",https://www.lezhin.com/ko/comic/immoral_night_15,https://ccdn.lezhin.com/v2/comics/4989547772706816/images/tall.jpg?updated=1625739135347&width=840,레진코믹스,"['덕의', '로맨스', '소설', '원작', '일부']"
31,연필의 각도,홍자,"#동아리#잔잔물#드라마#학원#성장물
","사각사각 연필 깎는 소리, 물감 내음 가득한 미술부에 새로운 선생님이 들어왔다. 훈남인데다가 다정다감하기까지 한 그 사람. 평소 무뚝뚝한 해인이의 마음에 어느새 동경과 호기심이 일기 시작한다. 손맛감성 지닌 하이틴 로맨스 [연필의 각도]
",https://www.lezhin.com/ko/comic/pencil,https://ccdn.lezhin.com/v2/comics/5849944865636352/images/tall.jpg?updated=1628154558737&width=840,레진코믹스,"['연필', '미술', '선생님', '성장', '잔물']"
32,생존결혼 [연재],지완,"#로맨스#일편단심#꿈#이세계물
","꿈인 듯 겹치는 우연? 운명? 이제 당신은 나의 주인
대학 조교로 일하고 있는 채이는 교수님 심부름으로 방문한 회사에서 만난 도헌 때문에 정신이 없다.
그가 꿈에서 하룻밤을 보낸 남자와 너무 똑같기 때문. 
아직도 온몸에 느껴지는 생생한 감각과 또렷한 기억에 그 남자와 이렇게 마주 보고 있는 상황이 당황스럽기까지 하다.
""저기… 혹시 우리 전에 만난 적 있습니까?""
그런데 도헌 역시 채이에게서 기시감을 느끼고, 이상한 불편함과 묘한 떨림 사이에서 벗어나기 위해 그녀와 거리를 두지만 
흩어져 있던 우연과 필연의 조각들은 서로를 자꾸만 끌어당긴다.
",https://www.lezhin.com/ko/comic/survival_marriage,https://ccdn.lezhin.com/v2/comics/6349100175392768/images/tall.jpg?updated=1621998475768&width=840,레진코믹스,"['도헌', '우연', '교수', '로맨스', '심부름']"
33,안나 이야기,김지효,"#드라마#모험#로맨스
","안나는 대장간에서 검 만드는 일을 한다. 어느 날 단골 손님인 알렉스를 숲속 도적떼로부터 구한 이후 그녀의 평범한 일상이 깨지게 되는데…!
",https://www.lezhin.com/ko/comic/story_of_anna,https://ccdn.lezhin.com/v2/comics/4907714540535808/images/tall.jpg?updated=1651545808918&width=840,레진코믹스,"['이후', '일상', '단골', '도적', '손님']"
34,우리가 사귀어도 괜찮을까,타미후루,"#로맨스#백합#성장물#달달물#캠퍼스
","인기가 많음에도 ‘좋아하는 사람과 사귀어본 적이 없다.’는 언뜻 보기에는 괜찮은 여자 미와.
대학 입학을 계기로 밴드 동아리에 가입해 결코 친해지지 않을 타입! 이라고 생각했던 가벼운 여자 사에코와 빠르게 가까워진다.
왠지 살짝 새로운 문이 열릴 듯한 느낌이 드는데…
“기왕이면 우리 사귀어보지 않을래”
밴드 동아리의 멤버들과 엮어가는 진짜 여대생 걸즈 러브! © TAMIFULL/SHOGAKUKAN
",https://www.lezhin.com/ko/comic/if_we_go_out,https://ccdn.lezhin.com/v2/comics/4883482592739328/images/tall.jpg?updated=1649404352617&width=840,레진코믹스,"['밴드', '동아리', '언뜻', '가입', '대학']"
35,내가 원하는 건,정,"#썸#삼각관계#캠퍼스#로맨스
","전쟁 같은 수강신청의 날, 미설은 실수로 어떤 남학생의 수강 신청을 망쳐버리게 되고... 죄책감에 다시는 마주치지 않기를 바랐건만, 운명처럼 교양강의 옆자리에서 마주치는데?!
ㅡ<비밀스러운 짝사랑> 정 작가님이 선사하는 악연과 인연이 넘쳐나는 대학교 로맨스!
",https://www.lezhin.com/ko/comic/alliwantis,https://ccdn.lezhin.com/v2/comics/6694684605874176/images/tall.jpg?updated=1649322667131&width=840,레진코믹스,"['강의', '수강', '대학교', '로맨스', '교양']"
36,별과 하나의 시,"새별숯, 유나물","#힐링물#잔잔물#친구>연인#학원#로맨스
","구독자 10만 시 낭독 방송으로 초 인기 스트리머인 김참새의 정체는 친구도 없이 시집만 읽고 사는 여중생 김하나?! 그런데 그 많은 구독자 중 한 명이 하필 같은 반에 있을 줄이야...! 국어 시간에 지문을 읽는 김하나의 목소리를 듣고 김하나=김참새임을 눈치챈 이한별은 김하나에게 호감을 품고, 결국 사귀고 싶어 안달이 나버리는데!
",https://www.lezhin.com/ko/comic/sparrow,https://ccdn.lezhin.com/v2/comics/5791250995609600/images/tall.jpg?updated=1618363369165&width=840,레진코믹스,"['낭독', '스트', '국어', '방송', '시집']"
37,이성연애박사,"참새, 반숙","#첫사랑#달달물#연애#로맨스#백합
","이성관계에 고민이 많던 대학생 이레는 홀리듯 발견한 자칭 연애박사의 광고지에 마음을 뺏긴다. 연애의 모든 것을 가르쳐준다는 이 사람, 믿어도 되는 걸까?
",https://www.lezhin.com/ko/comic/master_of_love,https://ccdn.lezhin.com/v2/comics/4535001206489088/images/tall.jpg?updated=1550044728387&width=840,레진코믹스,"['대학생', '로맨스', '백합', '사랑', '성관계']"
